Model Name,Reference Price (Yuan),Brand,Model,Production Method,Origin,Engine,Max Horsepower (Ps),Max Power/Speed (kW/rpm),Max Torque/Speed (N·m/rpm),Transmission,ABS,CBS,Dimensions (LxWxH mm),Seat Height (mm),Curb Weight (kg),Fuel Tank Capacity (L),Max Speed (km/h),Official Average Fuel Consumption (L/100km),Measured Average Fuel Consumption (L/100km),Range (km),Warranty,Available Colors
义骑 GT 250,18800,Yiqi,Cruising Crown Prince,Domestic,,"V-type twin cylinder four stroke oil cooled, 250cc",25.2,18.5/8000,,international 5-speed,none,xx(mm),2330x700x1200,680,165,19,130,3.15,,-,,"green, red, white, gray, bright black"
义骑 V8,24800,Yiqi,Cruising Crown Prince,Domestic,Shanghai Benling Motorcycle Manufacturing Co.,L-type dual cylinder four stroke oil cooled  350cc,29.9,22/9000,,international 5-speed,standard,xx(mm),2210x780x1130,690,173,14,150,3.2,,300.,,
义骑 弘飞虎,24800,Yiqi,Cruising Crown Prince,Domestic,Shanghai Benling Motorcycle Manufacturing Co.,L-type dual cylinder four stroke oil cooled  350cc,29.9,22/9000,,international 5-speed,standard,xx(mm),2210x780x1130,690,173,14,150,3.2,,300.,,
义骑 旅行家 V3,31800,Yiqi,Three Wheel,Domestic,,"V-type twin cylinder four stroke oil cooled, 250cc",25.8,19/8000,,forward 5th gear+reverse gear,none,xx(mm),2267x1575x1155,680,248,19,110,3.7,,500,,
五本PLUS 郅行125,7899,five,pedal,domestic,Zhejiang Senling Motorcycle Co.,single cylinder four stroke air-cooled  125cc,9.2,6.8/7500,,CVT continuously variable transmission automatic transmission,standard,-,1850x670x1150,750,99,7.2,90,2.2,,400.,,"Gravel Grey, Dark Night Grey, Deep Sea Blue, Rock Red, Bell Milk White, Snow Silver"
五本PLUS OCR,6980,five,pedal,domestic,Zhejiang Senling Motorcycle Co.,single cylinder four stroke air-cooled  125cc,7.1,5.2/7500,,CVT continuously variable transmission automatic transmission,-,-,1885x710x1140,750,104,7,85,2.2,,-,,"Charm Blue, Warm Obsidian White, Flame Red, Carbon Copper Grey, Matte Light Silver Grey"
五本五本PLUS 逸行,6980,five,pedal,domestic,Zhejiang Senling Motorcycle Co.,single cylinder four stroke air-cooled  125cc,7.1,5.2/7500,,CVT continuously variable transmission automatic transmission,-,xx(mm),1865x730x1230,740,112,8,80,2.2,,400.,,"Dark Night Black, Warm Obsidian White, Starry Silver, Matte Light Silver Grey, Gulf Oil"
五本PLUS 锐行Li,7580,five,pedal,domestic,Zhejiang Senling Motorcycle Co.,single cylinder four stroke air-cooled  125cc,7.1,5.2/7500,,CVT continuously variable transmission automatic transmission,-,-,1850x710x1130,720,99,9,80,2.2,,330.,,"Dark Night Black, Illusion White, Graphite Grey, Bright Moon White, Vitality Red, Stone Pine Blue"
五本PLUS 悦可,7980,five,pedal,domestic,Zhejiang Senling Motorcycle Co.,single cylinder four stroke air-cooled  125cc,7.1,5.2/7500,,CVT continuously variable transmission automatic transmission,standard,-,1865x725x1135,760,112,8,80,2.2,,400.,,
五本PLUS 探戈,13580,five,pedal,domestic,Zhejiang Senling Motorcycle Co.,single cylinder four stroke water-cooled  150cc,14.7,10.8/8500,,CVT continuously variable transmission automatic transmission,standard,xx(mm),1900x680x1160,780,130,10,102,-,,-,,"Sky Lantern Blue, Cloud White, Riverside Green, Huaxi Blue, Dushan Grey, Midnight Black"
五本PLUS Z-MAX,13880,five,pedal,domestic,Zhejiang Senling Motorcycle Co.,single cylinder four stroke water-cooled  150cc,14.7,10.8/8500,,CVT continuously variable transmission automatic transmission,standard,-,1950x770x1095,745,134,11,102,-,,-,of,
五本PLUS 酷特,14980,five,pedal,domestic,Zhejiang Senling Motorcycle Co.,single cylinder four stroke water-cooled  150cc,14.7,10.8/8500,,CVT continuously variable transmission automatic transmission,standard,-,1940x740x1185,780,132,12,100,-,,400,,"Moon Shadow White, Dark Dark Black, Pine Frost Green, Mountain Cloud Grey, Clear Mountain Blue"
